FY,Month (abbv),Component,Region,Land Filter,Area of Responsibility,Drug Type,Count of Event,Sum Qty (lbs)
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Marijuana,9,1.4555
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Methamphetamine,14,148.0344
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other Drugs**,1,0.066
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Cocaine,2,0.0209
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Ecstasy,1,0.0096
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Fentanyl,2,0.0243
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Heroin,3,0.605
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Marijuana,50,1432.7284
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Methamphetamine,10,72.4602
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other Drugs**,5,17.9668
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Cocaine,2,0.0235
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Ecstasy,1,0.1389
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Fentanyl,4,3.8021
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Heroin,1,0.0178
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Marijuana,36,15.3442
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Methamphetamine,11,247.2544
2021,NOV,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Other Drugs**,4,0.3712
2021,OCT,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Cocaine,2,3.935714347
2021,OCT,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Marijuana,9,13.06906903
2021,OCT,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Other Drugs**,4,0.561363058
2021,OCT,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Cocaine,2,12.12732039
2021,OCT,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Ecstasy,8,0.938728312
2021,OCT,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Ketamine,3,17.98927965
2021,OCT,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Khat (Catha Edulis),1,343.9211287
2021,OCT,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Lsd,2,0.077602716
2021,OCT,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Marijuana,11,2.774980538
2021,OCT,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Other Drugs**,73,31.19479278
2021,OCT,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Cocaine,38,419.1543166
2021,OCT,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ecstasy,37,16.18001201
2021,OCT,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Fentanyl,12,19.95910997
2021,OCT,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Heroin,2,30.95290158
2021,OCT,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ketamine,50,260.4767578
2021,OCT,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Khat (Catha Edulis),4,116.6686291
2021,OCT,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Lsd,5,0.08307018
2021,OCT,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Marijuana,150,1380.50964
2021,OCT,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Methamphetamine,31,425.3887689
2021,OCT,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Other Drugs**,341,667.7279861
2021,OCT,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Ecstasy,2,0.570997259
2021,OCT,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Khat (Catha Edulis),1,0.612885088
2021,OCT,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Marijuana,190,150.3583271
2021,OCT,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Methamphetamine,3,0.035273962
2021,OCT,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Other Drugs**,32,18.47363524
2021,OCT,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Cocaine,9,3.00864849
2021,OCT,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Ecstasy,5,18.87708118
2021,OCT,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Ketamine,4,196.4576695
2021,OCT,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Khat (Catha Edulis),2,482.5477991
2021,OCT,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Marijuana,66,235.1571741
2021,OCT,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Methamphetamine,12,48.52638941
2021,OCT,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Other Drugs**,180,206.2899116
2021,OCT,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Cocaine,52,381.5296537
2021,OCT,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ecstasy,15,11.05552105
2021,OCT,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Fentanyl,2,0.283514469
2021,OCT,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ketamine,5,12.38997912
2021,OCT,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Marijuana,34,72.67787589
2021,OCT,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Methamphetamine,3,7.075956761
2021,OCT,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Other Drugs**,402,1022.210624
2021,OCT,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Cocaine,18,40.10340823
2021,OCT,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ecstasy,3,2.397527099
2021,OCT,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Fentanyl,4,10.66464146
2021,OCT,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Heroin,9,16.72470812
2021,OCT,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ketamine,4,37.4005409
2021,OCT,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Lsd,1,0.025573622
2021,OCT,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Marijuana,27,110.8989112
2021,OCT,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Methamphetamine,19,171.8219377
2021,OCT,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Other Drugs**,121,439.1720695
2021,OCT,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Cocaine,134,17.44187186
2021,OCT,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ecstasy,345,68.96720942
2021,OCT,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Fentanyl,1,0.037478585
2021,OCT,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Heroin,134,1.69976404
2021,OCT,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ketamine,32,201.6451466
2021,OCT,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Khat (Catha Edulis),13,10203.54464
2021,OCT,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Lsd,234,0.643749805
2021,OCT,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Marijuana,7,2.911071892
2021,OCT,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Methamphetamine,48,25.39507001
2021,OCT,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Other Drugs**,950,834.3198094
2021,OCT,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Ecstasy,1,0.04387199
2021,OCT,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Heroin,3,7.90189658
2021,OCT,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Marijuana,6,0.092131179
2021,OCT,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Methamphetamine,1,0.008377566
2021,OCT,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Other Drugs**,1,0.061729433
2021,OCT,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Cocaine,3,0.008465751
2021,OCT,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Ecstasy,15,3.08237107
2021,OCT,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Ketamine,9,45.32668833
2021,OCT,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Lsd,1,0.002403039
2021,OCT,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Marijuana,77,185.2244559
2021,OCT,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Methamphetamine,13,8.18084748
2021,OCT,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Other Drugs**,87,159.5783676
2021,OCT,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Cocaine,37,5109.485413
2021,OCT,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Ecstasy,1,0.016975594
2021,OCT,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Fentanyl,3,6.313377797
2021,OCT,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Marijuana,92,152.1577621
2021,OCT,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Methamphetamine,3,61.76955749
2021,OCT,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Other Drugs**,12,5.035975358
2021,OCT,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Ecstasy,1,0.007275255
2021,OCT,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Marijuana,2,5.025437262
2021,OCT,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Other Drugs**,26,11.29101884
2021,OCT,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Cocaine,1,0.09744432
2021,OCT,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Marijuana,18,10.42078815
2021,OCT,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Methamphetamine,1,0.000440925
2021,OCT,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Other Drugs**,3,0.127868112
2021,OCT,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Cocaine,2,216.0534577
2021,OCT,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Ecstasy,12,0.358912563
2021,OCT,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Heroin,1,0.001102311
2021,OCT,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Marijuana,19,6283.935855
2021,OCT,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Methamphetamine,2,0.159173753
2021,OCT,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Other Drugs**,59,21.37569023
2021,OCT,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Cocaine,2,0.016027606
2021,OCT,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Heroin,1,0.057209957
2021,OCT,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Marijuana,46,3409.666632
2021,OCT,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Methamphetamine,3,0.040565056
2021,OCT,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Other Drugs**,15,3.79660266
2021,OCT,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Cocaine,1,0.004629708
2021,OCT,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Fentanyl,3,2.271202223
2021,OCT,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Lsd,1,0.085980282
2021,OCT,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Marijuana,29,5.119662833
2021,OCT,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Other Drugs**,7,2.749583285
2021,OCT,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Cocaine,3,2.319924383
2021,OCT,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Marijuana,3,1.942272528
2021,OCT,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Other Drugs**,7,3.52448609
2021,OCT,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Other Drugs**,2,2.220694319
2021,OCT,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Lsd,5,0.032474091
2021,OCT,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Marijuana,8,14.05583607
2021,OCT,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Other Drugs**,20,1.525885454
2021,OCT,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Marijuana,1,0.379636015
2021,OCT,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Methamphetamine,1,0.041446905
2021,OCT,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Other Drugs**,8,366.7830653
2021,OCT,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Cocaine,1,0.000440925
2021,OCT,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Ecstasy,1,0.003968321
2021,OCT,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Ketamine,4,0.024471311
2021,OCT,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Lsd,1,0.003527396
2021,OCT,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Marijuana,27,29.23223772
2021,OCT,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Other Drugs**,40,358.8221069
2021,OCT,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Cocaine,22,291.2984623
2021,OCT,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Ecstasy,2,0.229853954
2021,OCT,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Fentanyl,9,49.41156744
2021,OCT,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Heroin,2,3.088301505
2021,OCT,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Marijuana,34,1705.601925
2021,OCT,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Methamphetamine,30,733.0220518
2021,OCT,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Other Drugs**,98,74.31725532
2021,OCT,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Cocaine,29,1526.243771
2021,OCT,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Fentanyl,2,14.94734136
2021,OCT,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Heroin,4,20.85572999
2021,OCT,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Marijuana,35,16132.91832
2021,OCT,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Methamphetamine,33,4419.252287
2021,OCT,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Other Drugs**,62,38.25278187
2021,OCT,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Cocaine,40,2044.04267
2021,OCT,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Fentanyl,59,833.9662982
2021,OCT,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Heroin,46,477.6611869
2021,OCT,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Marijuana,89,3342.037188
2021,OCT,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Methamphetamine,241,13596.96038
2021,OCT,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Other Drugs**,85,159.3984042
2021,OCT,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Cocaine,8,107.1508323
2021,OCT,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Ecstasy,1,0.002645547
2021,OCT,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Fentanyl,25,131.7967054
2021,OCT,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Heroin,6,37.1417182
2021,OCT,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Marijuana,25,61.77870668
2021,OCT,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Methamphetamine,27,1726.314156
2021,OCT,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Other Drugs**,11,5.335649711
2021,OCT,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Marijuana,1,0.011904962
2021,OCT,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Other Drugs**,1,0.426087414
2021,OCT,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Ecstasy,1,0.001455051
2021,OCT,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Fentanyl,1,4.586055974
2021,OCT,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Marijuana,1,0.001829837
2021,OCT,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Fentanyl,1,0.480607731
2021,OCT,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Ketamine,1,2.403038656
2021,OCT,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Methamphetamine,2,1.105397782
2021,OCT,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Other Drugs**,1,0.105821886
2021,OCT,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Marijuana,24,4.314380329
2021,OCT,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Other Drugs**,6,0.156241605
2021,OCT,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Cocaine,5,15.2785
2021,OCT,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Ecstasy,2,0.6426
2021,OCT,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Fentanyl,1,0.022
2021,OCT,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Heroin,1,0.3625
2021,OCT,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Marijuana,11,145.2313
2021,OCT,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Methamphetamine,2,5.3803
2021,OCT,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Other Drugs**,2,0.9243
2021,OCT,U.S. Border Patrol,Coastal/Interior,Other,NEW ORLEANS SECTOR,Cocaine,2,4.4475
2021,OCT,U.S. Border Patrol,Coastal/Interior,Other,NEW ORLEANS SECTOR,Fentanyl,1,0.3527
2021,OCT,U.S. Border Patrol,Coastal/Interior,Other,NEW ORLEANS SECTOR,Heroin,1,0.0816
2021,OCT,U.S. Border Patrol,Coastal/Interior,Other,NEW ORLEANS SECTOR,Marijuana,1,2.866
2021,OCT,U.S. Border Patrol,Coastal/Interior,Other,RAMEY SECTOR,Cocaine,2,347.7158
2021,OCT,U.S. Border Patrol,Coastal/Interior,Other,RAMEY SECTOR,Marijuana,1,0.0066
2021,OCT,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Marijuana,2,9.9
2021,OCT,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Other Drugs**,1,0.0228
2021,OCT,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Marijuana,5,1.1171
2021,OCT,U.S. Border Patrol,Northern Border,Land Only,GRAND FORKS SECTOR,Methamphetamine,2,1.5734
2021,OCT,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Cocaine,1,0.0009
2021,OCT,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Ecstasy,1,0.0011
2021,OCT,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Heroin,3,0.0026
2021,OCT,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Marijuana,8,12.2737
2021,OCT,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Methamphetamine,3,0.0091
2021,OCT,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Other Drugs**,3,1.3469
2021,OCT,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Cocaine,1,84.5618
2021,OCT,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Ecstasy,1,0.011
2021,OCT,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Fentanyl,1,0.2022
2021,OCT,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Heroin,1,0.23
2021,OCT,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Marijuana,1,0.0044
2021,OCT,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Methamphetamine,2,198.6623
2021,OCT,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Other Drugs**,1,0.0555
2021,OCT,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Cocaine,1,0.0084
2021,OCT,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Marijuana,6,291.3415
2021,OCT,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Methamphetamine,1,0.0011
2021,OCT,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Cocaine,1,25.3024
